,Title,CourseType,Source,Link,Content
107,First Year Pathway in Business and Entrepreneurship,Business Course,University of Northampton International College,https://www.academiccourses.com/First-Year-Pathway-in-Business-and-Entrepreneurship/United-Kingdom/University-of-Northampton-International-College/,UNIC can also provide you entry to the First Year Pathway in Business and Entrepreneurship so that you complete your degree in three years. You will study your first year at U                                            ...                                                    
108,Foundation Pathway in Business and Entrepreneurship,Business Course,University of Northampton International College,https://www.academiccourses.com/Foundation-Pathway-in-Business-and-Entrepreneurship/United-Kingdom/University-of-Northampton-International-College/,Northampton Business School has over 3500 students from across the globe and is renowned for high-quality teaching and research supported by strong links with industry and com                                            ...                                                    
109,Foundation pathway in Business Computing,Business Course,University of Northampton International College,https://www.academiccourses.com/Foundation-pathway-in-Business-Computing/United-Kingdom/University-of-Northampton-International-College/,"The internet, web and social media are vital to our personal and business lives. The pace of technological advancement means the need for skilled and qualified Business Comput                                            ...                                                    "
110,Pre-Master's Pathway in Business Management,Business Course,University of Northampton International College,https://www.academiccourses.com/Pre-Masters-Pathway-in-Business-Management/United-Kingdom/University-of-Northampton-International-College/,"During your one-semester Pre-Master’s programme in Business Management, you will develop fundamental knowledge and understanding of the basic principles relevant to your chose                                            ...                                                    "
111,Pre-Master's Pathway in MBA,Business Course,University of Northampton International College,https://www.academiccourses.com/Pre-Masters-Pathway-in-MBA/United-Kingdom/University-of-Northampton-International-College/,"During your one-semester Pre-Master’s programme in MBA, you will develop fundamental knowledge and understanding of the basic principles relevant to your chosen masters degree                                            ...                                                    "
112,Certificate in Business Essentials Co-Op Program,Business Course,Toronto School of Management,https://www.academiccourses.com/Certificate-in-Business-Essentials-Co-Op-Program/Canada/Toronto-School-of-Management/,This 31-week program with 12 weeks of co-op placement in a field relevant to your program is designed to ensure you graduate with essential critical thinking and communication                                            ...                                                    
113,Certificate in Customer Excellence Service Co-op,Business Course,Toronto School of Management,https://www.academiccourses.com/Certificate-in-Customer-Excellence-Service-Co-op/Canada/Toronto-School-of-Management/,This 31-week program will train you to become a leader in delivering unparalleled customer service and experiences. With 12 weeks in a co-op placement in sector-related establ                                            ...                                                    
114,Diploma in Business Administration Co-op,Business Course,Toronto School of Management,https://www.academiccourses.com/Diploma-in-Business-Administration-Co-op/Canada/Toronto-School-of-Management/,"This one-year Co-op diploma will equip you with fundamental skills, tools, and knowledge to effectively manage business operations, uncover efficiencies, and boost productivit                                            ...                                                    "
115,Diploma in Business Management,Business Course,Toronto School of Management,https://www.academiccourses.com/Diploma-in-Business-Management/Canada/Toronto-School-of-Management/,This two-year diploma is ideal for leaders of tomorrow who want to gain interdisciplinary skills to pursue an international business management career and go global. Develop t                                            ...                                                    
116,Diploma in Business Management Co-op,Business Course,Toronto School of Management,https://www.academiccourses.com/Diploma-in-Business-Management-Co-op/Canada/Toronto-School-of-Management/,This two-year Co-op diploma is ideal for leaders of tomorrow who want to gain interdisciplinary skills to pursue an international business management career and go global. Dev                                            ...                                                    
117,Pathway Programs,Business Course,Queensland University of Technology,https://www.academiccourses.com/Pathway-Programs/Australia/Queensland-University-of-Technology/,Our range of academic programs is designed to prepare you to meet the entry requirements for your approved QUT course. You will also be able to experience and become familiar                                             ...                                                    
118,Digital Leadership & Innovation Course,Business Course,BrainStation,https://www.academiccourses.com/Digital-Leadership-and-Innovation-Course/USA/BrainStation/,"Taught by leading industry experts, BrainStation's Digital Leadership and Innovation Course is designed to demystify the latest technologies and trends while teaching the fram                                            ...                                                    "
119,Online Digital Leadership & Innovation Course,Business Course,BrainStation,https://www.onlinestudies.com/Online-Digital-Leadership-and-Innovation-Course/USA/BrainStation/,"Taught by leading industry experts, BrainStation's Online Digital Leadership and Innovation Course is designed to demystify the latest technologies and trends while teaching t                                            ...                                                    "
120,Superior Program in Business Management,Business Course,EAE | Programas Distancia,https://www.academiccourses.com/Superior-Program-in-Business-Management/Spain/EAE-|-Programas-Distancia/,"To all those professionals, entrepreneurs and entrepreneurs who need to deepen their knowledge in commercial management and acquire a global and systematic view of the operati                                            ...                                                    "
121,Higher Program in Business Management (Online),Business Course,EAE | Programas Distancia,https://www.onlinestudies.com/Higher-Program-in-Business-Management-(Online)/Spain/EAE-|-Programas-Distancia/,"To professionals, entrepreneurs and entrepreneurs who wish to increase their knowledge in commercial management and acquire a global and systematic vision of the operation of                                             ...                                                    "
122,Diploma of Business & Commerce,Business Course,Curtin College,https://www.academiccourses.com/Diploma-of-Business-and-Commerce/Australia/Curtin-College/,"Designed to prepare you for the challenges in the global business environment. Commerce students study foundation areas of accounting, economics, business law, management, mar                                            ...                                                    "
123,Graduate Certificate,Business Course,Curtin College,https://www.academiccourses.com/Graduate-Certificate/Australia/Curtin-College/,"If your Bachelor Degree does not qualify for direct entry into a Curtin University Master Degree, the Graduate Certificate is your alternative pathway. The Graduate Certificat                                            ...                                                    "
124,Certificate in Forecasting and Trend Analysis,Business Course,London School of Design and Marketing (ES),https://www.academiccourses.com/Certificate-in-Forecasting-and-Trend-Analysis/United-Kingdom/London-School-of-Design-and-Marketing-(ES)/,Emerging ideas and future trends are beneficial to companies seeking direction and confirmation of their marketing and product development strategies. These trends cannot be v                                            ...                                                    
125,Undergraduate Pathway in Business Management and Economics,Business Course,"The College, Swansea University",https://www.academiccourses.com/Undergraduate-Pathway-in-Business-Management-and-Economics/United-Kingdom/The-College-Swansea-University/,Management is about making decisions and getting the most from people at every level in all types of organisations. Business Management and Economics at Swansea provides a num                                            ...                                                    
126,Diploma: Business Administration & Commerce,Business Course,College Canada,https://www.academiccourses.com/Diploma-Business-Administration-and-Commerce/Canada/College-Canada/,.
127,PG Cert Business Intelligence and Analytics,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Cert-Business-Intelligence-and-Analytics/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Certificate (PG Cert) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Cert Business Intelligence An                                            ...                                                    "
128,PG Cert Digital Sales and Management,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Cert-Digital-Sales-and-Management/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Certificate (PG Cert) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Cert is designed to be undert                                            ...                                                    "
129,PG Cert Strategic Business Management,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Cert-Strategic-Business-Management/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Certificate (PG Cert) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Cert is designed to be undert                                            ...                                                    "
130,PG Dip Business Intelligence and Analytics,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Dip-Business-Intelligence-and-Analytics/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Diploma (PG Dip) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Dip is designed to be undertaken i                                            ...                                                    "
131,PG Dip Digital Sales and Management,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Dip-Digital-Sales-and-Management/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Diploma (PG Dip) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Dip is designed to be undertaken i                                            ...                                                    "
132,PG Dip Strategic Business Management,Business Course,The University of Law Business School Postgraduate,https://www.academiccourses.com/PG-Dip-Strategic-Business-Management/United-Kingdom/The-University-of-Law-Business-School-Postgraduate/,"We offer the Postgraduate Diploma (PG Dip) for those who are looking to complete a postgraduate qualification, in less than one year. The PG Dip is designed to be undertaken i                                            ...                                                    "
133,Diploma of Business,Business Course,Murdoch University Dubai,https://www.academiccourses.com/Diploma-of-Business/United-Arab-Emirates/navitas/,"A Diploma of Business prepares students for a professional business career and further study in business or accounting, by exploring a broad range of disciplines including bus                                            ...                                                    "
134,Graduate Certificate in Business Administration,Business Course,Murdoch University Dubai,https://www.academiccourses.com/Graduate-Certificate-in-Business-Administration/United-Arab-Emirates/navitas/,The Graduate Certificate in Business Administration will provide you with the opportunity to develop the analytical skills needed to make sound business decisions. You will fo                                            ...                                                    
135,Higher Program in Management and Administration of Tourism Companies (Distance),Business Course,OSTELEA | Distancia,https://www.onlinestudies.com/Higher-Program-in-Management-and-Administration-of-Tourism-Companies-(Distance)/Spain/OSTELEA-|-Distancia/,"The top management program of tourism companies responds to this approach in a way, that participants can know the main areas of the tourism sector and its current trends."
136,FLA: Design Thinking and Innovation Week,Business Course,Future London Academy,https://www.academiccourses.com/FLA-Design-Thinking-and-Innovation-Week/United-Kingdom/Future-London-Academy/,"A unique programme for service designers, creative entrepreneurs and business owners –introducing you to London's most innovative businesses and uncovering the latest approach                                            ...                                                    "
137,Summer Course in StartUp & Innovation,Business Course,Barcelona Executive Business School (BEBS),https://www.academiccourses.com/Summer-Course-in-StartUp-and-Innovation/Spain/BEBS/,A dynamic entrepreneurial training with networking opportunities & taste of Barcelona
138,Diploma in Quality and Productivity (Online Program),Business Course,Tecnológico de Monterrey (Educación Continua Presencial),https://www.onlinestudies.com//Diploma-in-Quality-and-Productivity-(Online-Program)/Mexico/Tecnológico-de-Monterrey-(Educación-Continua-Presencial)/,"Change is a constant for organizations and people, so continuous updating is essential to face it successfully. Digital seminars are an excellent option for the professional w                                            ...                                                    "
139,Diploma in Strategic Sales Management (Online Program),Business Course,Tecnológico de Monterrey (Educación Continua Presencial),https://www.onlinestudies.com//Diploma-in-Strategic-Sales-Management-(Online-Program)/Mexico/Tecnológico-de-Monterrey-(Educación-Continua-Presencial)/,"With this online diploma you will develop the ability to analyze the external and internal conditions of the company, as well as identify and enhance its competitive advantage                                            ...                                                    "
140,Diploma in Strategic Marketing and Marketing (Online Program),Business Course,Tecnológico de Monterrey (Educación Continua Presencial),https://www.onlinestudies.com//Diploma-in-Strategic-Marketing-and-Marketing-(Online-Program)/Mexico/Tecnológico-de-Monterrey-(Educación-Continua-Presencial)/,"With this diploma you will be able to obtain a more complete and updated overview of the marketing discipline, learning about the main concepts, methodologies and applications                                            ...                                                    "
141,Top program in entrepreneurship,Business Course,Spain Business School,https://www.academiccourses.com/Top-Program-In-Entrepreneurship/Spain/Spain-Business-School/,"If you are thinking of new challenges, new opportunities or just think it's time to start that project you've always wanted, this is your course. With the ""Superior Entreprene                                            ...                                                    "
142,Foundation Programme (Online),Business Course,Schellhammer Business School,https://www.onlinestudies.com/Foundation-Programme-(Online)/Spain/Schellhammer-Business-School/,The Online University Foundation programme is aimed at students who are looking at gaining university entry or practical management experience in order to enhance their job pr                                            ...                                                    
143,Postgraduate Degree in Business & Administrative Management (Online),Business Course,Schellhammer Business School,https://www.onlinestudies.com//Postgraduate-Degree-in-Business-and-Administrative-Management-(Online)/Spain/Schellhammer-Business-School/,The Level 6 programme is for non-university graduate mature students (age 25 or older) who have five years of managerial work experience and want to study for an MBA. The Grad                                            ...                                                    
144,Advanced Corporate Social Responsibility,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Corporate-Social-Responsibility/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the context within which contemporary CSR has flourished; the different perspectives on and definitions of CSR;                                            ...                                                    "
145,Advanced Customer Relationship Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Customer-Relationship-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this customer relationship management course, you will be able to understand: what CRM is, the costs it creates and the benefits it delivers; the many varie                                            ...                                                    "
146,Advanced Operations Strategy,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Operations-Strategy/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the meaning of operations strategy and how all parts of the business can use perspectives on operations strategy                                            ...                                                    "
147,Advanced Public Sector Strategy,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Public-Sector-Strategy/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the reasons public and non-profit organizations (collaborations and communities) should embrace strategic planni                                            ...                                                    "
148,Advanced Strategic Change Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Change-Management/United-Kingdom/London-Business-Training-and-Consulting/,"This change management training course is suitable for those interested in organizational change and its management. Upon completion of this course, you will be able to unders                                            ...                                                    "
149,Advanced Strategic Corporate Social Responsibility,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Corporate-Social-Responsibility/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the different goals that companies are trying to achieve; the types and levels of CSR that companies exhibit; t                                            ...                                                    "
150,Advanced Strategic Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this CEO training course, you will be able to understand the main environment-based and resource-based opportunities available to organizations, and the str                                            ...                                                    "
151,Advanced Strategic Operations Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Operations-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand how operations need to decide how to vary their capacity (if at all) as demand for their products and services f                                            ...                                                    "
152,Advanced Strategic Procurement,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Procurement/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the role and importance of the procurement function in the value chain."
153,Advanced Strategic Public Relations Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Advanced-Strategic-Public-Relations-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the principal external influences and the organizational context in which public relations planning and manageme                                            ...                                                    "
154,Corporate Social Responsibility,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Corporate-Social-Responsibility/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the context within which contemporary CSR has flourished; the different perspectives on and definitions of CSR;                                            ...                                                    "
155,Developing Strategy,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Developing-Strategy/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the main environment-based and resource-based opportunities available to organizations, and the strategic optio                                            ...                                                    "
156,Developing Strategy Options,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Developing-Strategy-Options/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the main environment-based and resource-based opportunities available to organisations, and the strategy options                                            ...                                                    "
157,Facilities Management - Level 1,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Facilities-Management-Level-1/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the complexity and constantly moving requirements of facilities management (FM) and its role in enabling the cor                                            ...                                                    "
158,Facilities Management - Level 2,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Facilities-Management-Level-2/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this maintenance training programme, you will be able to understand the complexity and constantly moving requirements of facilities management (FM) and its                                             ...                                                    "
159,Implementing Strategy,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Implementing-Strategy/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the process of implementation; how tasks and objectives are set; how resources are allocated; how strategic pla                                            ...                                                    "
160,Managing and Implementing Corporate Social Responsibility,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Managing-and-Implementing-Corporate-Social-Responsibility/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the different goals that companies are trying to achieve; the types and levels of CSR that companies exhibit; t                                            ...                                                    "
161,Procurement - Strategy and Planning,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Procurement-Strategy-and-Planning/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this procurement training courses, you will be able to understand: the basic supply chain concepts; the structure of the procurement function within organiz                                            ...                                                    "
162,Public Sector Strategic Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Public-Sector-Strategic-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the reasons public and non-profit organizations (collaborations and communities) should embrace strategic planni                                            ...                                                    "
163,Public Sector Strategy - Level 1,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Public-Sector-Strategy-Level-1/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the reasons public and non-profit organizations (collaborations and communities) should embrace strategic planni                                            ...                                                    "
164,Public Sector Strategy - Level 2,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Public-Sector-Strategy-Level-2/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the reasons public and non-profit organizations (collaborations and communities) should embrace strategic planni                                            ...                                                    "
165,Selling and Sales Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Selling-and-Sales-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this sales training programmes, you will be able to understand: selling in its historical role and its place within marketing and a marketing organization;                                             ...                                                    "
166,Strategic Analysis and Purpose,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Analysis-and-Purpose/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this strategic thinking course, you will be able to understand: the strategic environment and why it is important; key industry factors that help deliver th                                            ...                                                    "
167,Strategic Change Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Change-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this training for change course, you will be able to understand developing a more open process for managing change will create the conditions for learning,                                             ...                                                    "
168,Strategic Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this strategic management training course, you will be able to understand the strategic environment and why it is important."
169,Strategic Management of Information Systems,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Management-of-Information-Systems/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this CIO training course, you will be able to understand: the Information Systems Strategy Triangle framework for alignment of IS and the business; a framew                                            ...                                                    "
170,Strategic Operations Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Operations-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this operations manager training course, you will be able to understand the various types of process, and how these ‘building blocks’ of operations are desi                                            ...                                                    "
171,Strategic Sales,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Sales/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand selling in its historical role and its place within marketing and a marketing organisation; different types of b                                            ...                                                    "
172,Strategic Total Quality Management,Business Course,London Business Training & Consulting,https://www.academiccourses.com/Strategic-Total-Quality-Management/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this quality courses, you will be able to understand the main reasons why senior management should become personally involved in TQM – what they need to kno                                            ...                                                    "
173,"The Impact, Critics, and Future of Corporate Social Responsibility",Business Course,London Business Training & Consulting,https://www.academiccourses.com/The-Impact-Critics-and-Future-of-Corporate-Social-Responsibility/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand: the importance of understanding impact; the ways we learn about the impact and the ways it is assessed; a frame                                            ...                                                    "
174,The Process of Operations Strategy,Business Course,London Business Training & Consulting,https://www.academiccourses.com/The-Process-of-Operations-Strategy/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this course, you will be able to understand the formulation and implementation of the process of operations strategy, and the monitoring and control of the                                             ...                                                    "
175,The Strategy Implementation Process,Business Course,London Business Training & Consulting,https://www.academiccourses.com/The-Strategy-Implementation-Process/United-Kingdom/London-Business-Training-and-Consulting/,"Upon completion of this directors training programme, you will be able to understand: the process of implementation; how tasks and objectives are set; how resources are alloca                                            ...                                                    "
176,"Post Graduate Diploma in Sales & marketing, CIQ, UK",Business Course,Westford University College,https://www.academiccourses.com/Post-Graduate-Diploma-in-Sales-and-marketing-CIQ-UK/United-Arab-Emirates/Westford-University-College/,"This Post Graduate Diploma in Sales & Marketing will provide you with a comprehensive framework for understanding theories, concepts, issues and applications of marketing."
177,Business,Business Course,Austin Community College,https://www.academiccourses.com/Business/USA/Austin-Community-College/,Understanding the principles of business can open a world of opportunity. The Business Area of Study at Austin Community College prepares you for success in a variety of disci                                            ...                                                    
178,Associate of Applied Science in Business Administration,Business Course,Wallace State Community College,https://www.academiccourses.com/Associate-of-Applied-Science-in-Business-Administration/USA/Wallace-State-Community-College/,Program length is approximately 63 semester hours. Students may need to take remedial classes (thus increasing hours required) depending on placement test scores.
179,Associate of Applied Science in Business Management,Business Course,Wallace State Community College,https://www.academiccourses.com/Associate-of-Applied-Science-in-Business-Management/USA/Wallace-State-Community-College/,The management curriculum is designed to provide a sound familiarity with many intricate but practical business concepts. It exposes students to the challenges facing today’s                                             ...                                                    
180,Associate Degree in Business Administration,Business Course,Brookdale Community College,https://www.academiccourses.com/Associate-Degree-in-Business-Administration/USA/Brookdale-Community-College/,This program is for students wishing to transfer to four-year colleges that offer Bachelor’s degrees in business or business education. It contains a broad range of business-r                                            ...                                                    
181,Graduate Certificate in Business Analytics,Business Course,Cambrian College,https://www.academiccourses.com/Graduate-Certificate-in-Business-Analytics/Canada/Cambrian-College/,"You will gain the skills to extract meaningful insights from very large and complex data sets to support business decision‐making. You will learn how to collect, curate, manip                                            ...                                                    "
182,Graduate Certificate in International Business Management,Business Course,Cambrian College,https://www.academiccourses.com/Graduate-Certificate-in-International-Business-Management/Canada/Cambrian-College/,"If you're interested in pursuing a career in global business management, this intensive program will enable you to explore key areas of global management, including global mar                                            ...                                                    "
183,Diploma in General Business,Business Course,Cambrian College,https://www.academiccourses.com/Diploma-in-General-Business/Canada/Cambrian-College/,"Interested in the world of business but not sure which career path to take? In just two years, Cambrian’s Business program will expose you to the areas of finance, entrepreneu                                            ...                                                    "
184,Global Enterprise,Business Course,University of Exeter International Summer School,https://www.academiccourses.com/Global-Enterprise/United-Kingdom/University-of-Exeter-International-Summer-School/,This course focuses on the growth and management of global enterprises from the emergence of the modern multinational to the present day. In studying the dynamics of internati                                            ...                                                    
185,Creative London Summer School,Business Course,ESCP Business School,https://www.academiccourses.com/Creative-London-Summer-School/United-Kingdom/ESCPEuropeBusinessSchool/,"An immersive, two-week summer school programme focused on innovation, marketing and brand-building. Drawing from ESCP’s MSc in Marketing & Creativity programme, this two-w                                            ...                                                    "
186,Associate of Science in Business Management,Business Course,Westchester Community College,https://www.academiccourses.com/Associate-of-Science-in-Business-Management/USA/Westchester-Community-College/,The goal of the Business Management A.S. program is to equip students with the competencies required to succeed in a rigorous bachelor’s degree program. The program is designe                                            ...                                                    
187,Introduction to Business Management Course - King's College London,Business Course,FutureLearn,https://www.onlinestudies.com/Introduction-to-Business-Management-Course-Kings-College-London/United-Kingdom/FutureLearn/,"Discover how to manage people, money and information, and gain confidence and insight into your own management style."
188,Leading Strategic Innovation: How to lead with purpose Course - Deakin University,Business Course,FutureLearn,https://www.onlinestudies.com/Leading-Strategic-Innovation-How-to-lead-with-purpose-Course-Deakin-University/Australia/FutureLearn/,"An introduction to strategic thinking, change and leadership purpose."
189,Social Innovation in South Korea Course - Hanyang University,Business Course,FutureLearn,https://www.onlinestudies.com/Social-Innovation-in-South-Korea-Course-Hanyang-University/South-Korea/FutureLearn/,"Learn the key concepts and best practices in the field of social innovation, focusing on social entrepreneurs in South Korea."
190,Raising Funds for Your Startup Course - Grenoble Ecole de Management,Business Course,FutureLearn,https://www.onlinestudies.com/Raising-Funds-for-Your-Startup-Course-Grenoble-Ecole-de-Management/France/FutureLearn/,Get to grips with the basics of funding a start-up and understand the process of successful financing rounds.
191,How to Perform a Hotel Market Analysis and Valuation Course - Glion Institute of Higher Education,Business Course,FutureLearn,https://www.onlinestudies.com/How-to-Perform-a-Hotel-Market-Analysis-and-Valuation-Course-Glion-Institute-of-Higher-Education/Switzerland/FutureLearn/,Learn how to gather and process data for a comprehensive hotel market analysis.
192,Drafting and Negotiating Commercial Contracts: A guide to contract law for non-lawyers Course - College of Law,Business Course,FutureLearn,https://www.onlinestudies.com/Drafting-and-Negotiating-Commercial-Contracts-A-guide-to-contract-law-for-non-lawyers-Course-College-of-Law/Australia/FutureLearn/,How to effectively draft and negotiate commercial contracts.
193,Digital Media Analytics: Earned Media Course - Purdue University,Business Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Earned-Media-Course-Purdue-University/United-Kingdom/FutureLearn/,Learn about the importance of earned media and how to evaluate it so you can understand how to improve your online presence.
194,Digital Media Analytics: Paid Media Course - Purdue University,Business Course,FutureLearn,https://www.onlinestudies.com/Digital-Media-Analytics-Paid-Media-Course-Purdue-University/United-Kingdom/FutureLearn/,"Learn how to analyse and improve social media advertising campaigns, and understand how to effectively use Google Analytics."
195,Digital Skills: Web Analytics Course - Accenture,Business Course,FutureLearn,https://www.onlinestudies.com/Digital-Skills-Web-Analytics-Course-Accenture/United-Kingdom/FutureLearn/,"Learn about the role of analytics in business, the types of analytics and techniques used and why they are important."
196,International Foundation Programme - Law Online,Law Course,University of Law Online Undergraduate,https://www.onlinestudies.com//International-Foundation-Programme-Law-Online/United-Kingdom/University-of-Law-Online-Undergraduate/,The International Foundation Programme - Law Online is designed to help you develop the academic and linguistic skills required for degree-level law study. This course can be                                             ...                                                    
197,Online Graduate Diploma in Law (i-GDL) - Full-time,Law Course,U Law Hong Kong,https://www.onlinestudies.com//Online-Graduate-Diploma-in-Law-(i-GDL)-Full-time/Hong-Kong/U-Law-Hong-Kong/,Get on the case with our Online Graduate Diploma in Law (i-GDL) - Full-time. Reg. No. 252955. The University of Law's (ULaw) GDL spreads the workload for a better-paced approa                                            ...                                                    
198,International Foundation Programme (Law),Law Course,The University of Law Undergraduate Programmes,https://www.academiccourses.com/International-Foundation-Programme-(Law)/United-Kingdom/ULaw/,The International Foundation Programme for Law is a course providing a pathway to undergraduate degree studies in law. Students will gain an active understanding of a range of                                            ...                                                    
199,"University Foundation in Law, Politics and International Relations",Law Course,ICP International College Portsmouth,https://www.academiccourses.com/University-Foundation-in-Law-Politics-and-International-Relations/United-Kingdom/ICP-International-College-Portsmouth/,"Students can enter at Stage 1 (University Foundation) and are guaranteed progression to the first year of a relevant degree, providing that progression criterion are met. Stag                                            ...                                                    "
200,Postgraduate Pathway in Law,Law Course,Birmingham City University International College,https://www.academiccourses.com/Postgraduate-Pathway-in-Law/United-Kingdom/Birmingham-City-University-International-College/,"This pathway leads onto a range of LLM conversion courses – so you don’t need a degree in Law to be eligible! The University’s law degrees cover transnational jurisdictions, s                                            ...                                                    "
201,Foundation Pathway in Law and International Relations,Law Course,University of Northampton International College,https://www.academiccourses.com/Foundation-Pathway-in-Law-and-International-Relations/United-Kingdom/University-of-Northampton-International-College/,"If you’re considering a career in law, investigation, criminology or international relations, this is just the pathway for you. The University of Northampton’s facilities are                                             ...                                                    "
202,Undergraduate Pathway in Law and Criminology,Law Course,"The College, Swansea University",https://www.academiccourses.com/Undergraduate-Pathway-in-Law-and-Criminology/United-Kingdom/The-College-Swansea-University/,"Law regulates how we buy and sell goods and services, and how we govern ourselves. It defines how we prosecute and defend, and how we secure the rights of people who may not b                                            ...                                                    "
203,Contract Law,Law Course,University of Exeter International Summer School,https://www.academiccourses.com/Contract-Law/United-Kingdom/University-of-Exeter-International-Summer-School/,"Which promises are legally binding, and which are not? What happens if you break a promise? In what circumstances can you escape from your promise? These are the fundamental q                                            ...                                                    "
